CSubType,NumHouse,AvgSzHouse,AvgAge,CMainType,DemCatholic,DemProtestant,DemOthReligion,DemNoReligion,DemMarried,DemCohabitation,DemOtherRelation,DemSingles,DemNoChild,DemWithChild,DemHiLeEdu,DemMiLeEdu,DemLoLeEdu,DemHiStatus,DemEntrepreneur,DemFarmer,DemMidManager,DemSkilledLab,DemUnskilledLab,DemSocClassA,DemSocClassB1,DemSocClassB2,DemSocClassC,DemSocClassD,DemRenter,DemHomeOwner,Dem1Car,Dem2Car,Dem0Car,DemPubHthInsur,DemPrivHthInsur,DemLowestInc,DemLowInc,DemMidInc,DemHighInc,DemHighestInc,DemAvgIncome,DemPurchPowerC,ContrPrivIns,ContrPrivInsFirm,ContrPrivInsAgr,ContrCarPol,ContrDeVanPol,ContrMotPol,ContrLorPol,ContrTrailPol,ContrTractPol,ContrAgrMacPol,ContrMopPol,ContrLifePol,ContrPrivAccPol,ContrFamAccPol,ContrDisPol,ContrFirePol,ContrSurfPol,ContrBoatPol,ContrBicPol,ContrProPol,ContrSSPol,NumPrivIns,NumPrivInsFirm,NumPrivInsAgr,NumCarPol,NumDeVanPol,NumMotPol,NumLorPol,NumTrailPol,NumTractPol,NumAgrMacPol,NumMopPol,NumLifePol,NumPrivAccPol,NumFamAccPol,NumDisPol,NumFirePol,NumSurfPol,NumBoatPol,NumBicPol,NumProPol,NumSSPol,MoHoPol
33,1,3,3.172769056447677,8,0,7,0,3,7,2,2,0,4,5,0,2,7,0,2,0,2,4,2,0,0,2,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,2,6.519346514241173,1,0,5,5,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,2,2,3,1,3,6,6,1,3,7,2,3,2,4,1,0,3.5999999999999996,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,5.532738913002578,10,0,9,0,0,9,0,0,0,4,5,2,3,4,0,2,0,3,2,2,2,2,3,4,0,3,6,6,3,0,5,4,0,0,8,0,0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,2,4.891239851543142,9,1,5,1,3,5,1,4,3,3,4,2,2,6,1,0,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3.5999999999999996,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,5.401711722098941,8,0,4,0,5,9,0,0,0,5,4,3,4,3,2,0,0,5,2,1,2,1,3,4,1,2,7,5,4,0,5,4,0,2,3,2,0,7.199999999999999,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,1,6.690143991711112,7,0,3,1,5,5,2,3,8,0,0,0,3,6,5,0,0,0,0,5,0,2,3,0,5,5,4,6,1,2,8,1,6,3,0,0,0,2.4,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,2,5.5987795281141635,7,0,9,0,0,9,0,0,0,5,4,0,4,5,0,0,0,2,5,2,0,0,3,4,0,4,5,5,0,4,9,0,7,2,0,1,0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,4.224092481810416,3,0,3,3,4,5,2,2,2,2,5,2,6,2,3,0,0,6,0,2,1,2,5,1,0,0,9,9,0,0,4,5,2,3,5,0,0,4.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,3,5.012592400781795,3,1,4,1,5,7,1,1,0,5,4,0,7,1,1,1,0,4,2,3,0,0,5,4,1,0,9,6,2,2,8,1,0,8,0,1,0,3.5999999999999996,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.097676098548831,8,0,5,1,3,10,1,2,2,3,4,2,3,4,3,1,1,2,2,3,3,1,3,3,1,2,7,7,2,1,5,4,2,4,3,1,0,4.8,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,4.226990216144534,2,0,9,4,3,5,2,2,0,4,5,2,7,0,4,0,0,4,0,2,4,3,2,0,0,3,6,4,4,2,5,4,4,5,0,0,0,3.5999999999999996,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,2,5.024510174258943,7,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,1,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,7.199999999999999,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,4,4.49799829124545,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,2,2,0,0,0,5,0,0,0,0,4,5,6,2,1,5,4,0,0,8,0,0,7.199999999999999,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2,6.451143607795042,8,0,4,1,4,6,1,6,1,5,3,1,5,3,1,0,1,2,1,5,1,1,5,3,1,3,6,4,0,2,7,2,3,3,1,2,0,6.0,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,4,4.959270826085207,3,2,4,1,4,7,1,1,1,2,6,3,4,2,3,0,0,4,2,1,3,3,3,2,0,2,7,9,0,0,5,4,2,10,5,0,0,4.8,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,4,7.153182457511557,2,0,5,0,5,6,0,0,0,0,9,0,5,5,0,0,0,7,0,0,0,4,0,5,0,0,9,6,3,0,2,7,0,9,0,0,0,3.5999999999999996,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,3,4.23265243711195,9,2,6,0,3,6,1,3,1,0,8,1,3,6,2,1,0,4,0,3,1,2,2,3,3,2,7,5,2,2,5,4,1,4,2,2,0,6.0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,3,5.872320636720678,7,0,6,0,3,7,0,2,0,5,4,2,4,4,2,2,0,3,3,2,3,2,0,4,0,2,7,7,2,0,2,7,0,5,4,0,0,4.8,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,2,6.183342005738352,6,0,3,5,7,5,0,4,4,4,2,0,0,9,0,0,0,0,6,2,0,0,0,5,4,7,2,5,0,4,9,0,6,2,2,1,0,3.5999999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,2,8.189802933217672,16,0,4,0,5,3,0,6,5,2,2,1,2,7,0,0,2,2,3,4,0,1,4,5,1,2,7,5,1,4,12,2,1,4,5,0,0,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,4,4.191701714644848,8,1,4,2,4,7,1,2,0,0,9,0,0,9,0,0,0,0,5,6,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,4,3.160278157819224,8,0,6,2,1,6,1,2,0,1,8,1,1,8,1,0,0,2,2,5,1,0,1,6,3,8,1,6,1,2,8,1,4,4,2,0,0,3.5999999999999996,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,3.400607354555978,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4.8,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,2,2.876104275690193,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,3,4.4742449783192395,8,1,3,3,4,6,0,3,2,1,6,3,4,2,3,0,0,4,1,3,3,3,2,2,1,2,7,5,2,2,4,5,1,4,4,2,0,6.0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,2,4.240867338446302,4,2,5,0,1,3,2,5,1,7,1,5,1,1,2,0,0,6,2,0,1,1,6,1,0,1,8,3,0,6,6,3,2,0,7,0,0,6.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,5.150393786476208,3,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,1,2,6,3,2,3,4,2,0,6.0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.3417559757771595,8,0,6,1,3,7,0,2,1,3,6,1,2,7,1,0,1,3,3,4,1,2,1,6,1,1,8,8,0,1,8,1,0,2,7,0,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,7.876170839215886,8,2,3,0,4,4,2,6,3,3,3,2,3,5,2,2,0,4,2,2,1,2,2,4,2,6,3,4,1,5,7,2,4,3,2,2,0,3.5999999999999996,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,4,5.95042383818605,2,2,1,0,6,8,0,1,0,0,9,2,6,1,2,0,0,4,1,3,2,4,3,1,0,0,9,5,4,0,2,7,0,0,3,2,0,7.199999999999999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,5.423096344337597,3,0,2,4,4,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,0,0,5,3,3,9,0,7,0,2,6,3,6,0,3,0,0,3.5999999999999996,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,3,4.101585328651642,8,0,7,0,2,7,0,2,2,0,7,1,4,5,0,0,0,4,3,3,0,2,2,3,3,7,2,4,1,4,8,1,2,4,4,0,0,3.5999999999999996,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,5.491919171506506,8,1,5,1,4,7,1,2,8,0,0,0,0,9,0,0,0,7,0,0,0,4,0,0,0,9,0,6,2,1,12,4,5,5,0,0,0,3.5999999999999996,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.6797667929793576,8,1,4,2,3,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,2,2,2,4,1,4,5,6,2,2,7,2,1,4,4,1,0,4.8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3,6.831458765854354,1,0,6,0,3,8,0,1,0,4,5,4,7,3,2,2,0,2,3,1,5,2,0,3,0,2,7,7,2,0,2,7,0,5,4,0,0,4.8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,6.179440120721287,2,2,5,2,1,7,2,0,0,2,7,4,4,2,3,0,0,5,2,1,2,3,3,2,1,0,9,9,0,0,4,5,1,2,7,0,0,6.0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,4.530824347895296,10,0,6,1,2,6,0,3,2,3,5,1,2,5,1,0,2,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,3,0,0,4.8,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.2868654709091225,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,1,3,3,2,3,6,7,2,1,5,4,3,2,3,2,0,4.8,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,2,6.353872374165412,5,1,5,1,3,4,1,5,4,2,3,1,3,5,1,0,1,2,3,4,1,2,2,5,1,5,4,5,1,3,8,1,5,3,2,0,0,3.5999999999999996,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,4,3.885460154747382,8,0,4,0,6,9,0,0,0,3,4,0,3,6,0,0,0,2,6,2,0,2,2,4,0,0,9,6,4,1,9,0,2,5,2,0,0,3.5999999999999996,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,3,6.237816311973462,7,2,3,0,5,4,2,4,3,2,5,0,4,5,0,0,0,2,2,5,0,2,3,3,2,9,0,3,0,6,9,0,7,10,0,0,0,2.4,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,4.405572341205633,8,0,7,0,3,9,0,0,0,6,3,1,4,5,3,1,2,1,2,1,2,1,5,2,0,2,7,6,3,0,5,4,5,2,0,1,0,4.8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,1,4,3.400624977046227,10,1,4,1,5,7,1,2,2,4,4,5,4,0,0,2,2,0,0,0,5,0,0,0,1,4,5,6,2,1,5,4,0,0,8,0,0,7.199999999999999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,4.005243699718183,8,1,5,1,4,6,1,3,2,1,6,3,3,4,2,0,0,5,1,2,2,2,3,4,0,1,8,7,2,0,7,2,8,4,4,1,0,4.8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,3,5.046980593764742,8,1,5,2,2,5,1,3,3,3,4,2,4,4,2,1,1,4,2,2,2,2,3,2,2,4,5,4,2,3,6,3,2,4,4,1,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,1,3,4.549934528520756,8,1,4,2,4,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,2,2,2,4,1,4,5,6,2,2,7,2,1,4,4,1,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,3,5.622849932347499,3,0,7,0,0,9,0,0,2,3,4,0,5,4,8,0,0,4,0,1,1,2,4,2,2,1,8,7,2,0,12,2,2,4,3,0,0,4.8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
4,1,2,4.932379570617406,1,0,5,1,4,7,1,2,1,5,3,5,2,2,6,1,0,1,1,1,5,1,1,2,1,2,7,7,1,2,2,7,2,4,4,1,0,4.8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,3,4.857620514978707,8,1,4,1,4,7,1,2,0,6,3,0,6,3,4,0,0,2,2,1,0,2,0,4,5,3,6,6,2,1,5,4,0,9,0,0,0,3.5999999999999996,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,2,6.120295631711899,1,0,5,2,3,5,1,4,3,4,3,2,4,4,3,1,2,3,2,2,2,2,2,4,1,4,5,6,1,3,6,3,4,2,3,1,0,3.5999999999999996,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,5.514438834058749,9,1,5,1,3,5,1,3,2,3,4,2,3,5,2,1,1,3,1,3,2,2,2,3,2,4,5,6,1,2,6,3,3,4,2,1,0,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,4,4.71161487808889,9,0,6,0,3,4,0,5,1,2,6,1,4,5,0,0,2,2,4,2,0,2,3,5,1,4,5,6,2,3,7,2,5,3,2,0,0,3.5999999999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,3.8753579081621305,1,2,1,0,0,9,0,0,0,0,9,4,5,0,5,2,0,0,0,0,5,0,0,0,0,0,9,3,5,0,3,6,0,0,0,2,0,2.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,3,3.4658858292643777,1,1,6,0,3,9,0,0,0,4,5,5,1,0,8,0,0,0,0,0,5,0,0,10,0,0,9,7,2,0,2,7,0,1,3,2,0,7.199999999999999,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,2,7.277676821898509,16,1,5,2,1,6,1,3,3,4,3,2,5,3,2,0,0,5,1,2,1,2,2,4,1,7,2,5,1,3,6,3,5,2,2,1,0,3.5999999999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,4,5.332314011979592,2,1,5,1,3,7,1,2,0,2,7,2,5,2,2,1,0,5,2,1,2,3,3,2,1,1,8,7,0,2,5,4,1,2,6,1,0,6.0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,3.2515134634434464,1,0,1,0,7,4,0,5,0,0,9,5,4,0,3,2,0,0,3,0,0,0,5,4,0,9,0,2,3,5,3,6,3,0,4,2,0,6.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,6.551151975522523,2,2,3,1,5,6,1,3,0,3,6,3,2,4,3,0,0,2,4,0,2,0,0,4,3,3,6,6,1,3,6,3,0,0,5,0,0,2.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,2,4.1156746342928585,5,0,8,1,1,2,2,6,4,4,2,1,4,4,2,0,0,3,1,4,2,2,3,4,0,9,0,7,1,2,6,3,5,3,1,0,0,2.4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,3,5.179297184063826,3,0,5,1,3,6,0,3,2,1,6,1,4,4,1,0,0,5,2,3,1,3,2,4,0,4,6,8,1,0,6,3,5,3,2,0,0,3.5999999999999996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,6.067518481410109,7,0,6,1,3,2,2,6,6,3,0,0,0,9,0,0,1,1,5,3,0,0,1,7,2,9,0,2,0,6,8,1,7,2,0,0,0,2.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
30,1,2,8.060747924881987,7,1,4,2,3,6,2,1,2,7,1,2,3,5,3,1,0,2,2,2,2,1,1,4,2,7,2,7,2,1,5,4,3,2,4,1,0,3.5999999999999996,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,3,6.755340842443204,2,1,5,2,3,7,1,2,0,2,7,4,4,2,5,1,0,3,1,1,5,1,2,2,1,1,8,7,0,2,4,5,2,2,4,2,0,6.0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,4.751035851520927,1,0,5,2,3,4,2,4,4,4,3,1,3,5,2,1,0,3,2,3,2,2,1,3,2,6,3,6,1,3,8,1,4,3,3,0,0,3.5999999999999996,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,4,4.971570950954355,3,1,2,1,5,7,2,0,0,2,7,2,5,2,3,1,0,4,2,2,2,4,2,2,0,0,9,7,1,2,6,3,1,5,3,1,0,4.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,1,2,6.645375949585148,5,1,5,1,4,6,0,3,4,3,3,1,3,10,2,1,0,3,3,2,1,1,2,5,2,5,4,6,0,3,6,3,3,3,2,1,0,3.5999999999999996,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,5.368631557532349,9,0,6,0,3,6,2,2,1,4,5,1,6,3,1,0,0,3,3,3,1,3,2,5,0,4,5,8,0,1,8,1,2,3,4,0,0,4.8,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,4,3.0350765394198955,3,0,2,0,7,9,0,0,0,0,9,0,3,6,0,0,0,3,0,2,0,2,0,6,2,0,9,9,0,0,9,0,2,0,5,2,0,6.0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,1,1,5.686051459998439,5,1,6,1,3,2,2,6,5,3,4,2,5,10,1,0,0,2,2,5,1,2,4,4,1,8,1,5,0,4,8,1,6,3,1,0,0,2.4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2,6.058424486849588,1,0,4,0,6,5,2,3,2,4,4,3,3,4,6,0,0,2,0,2,3,2,2,2,2,4,5,5,2,3,6,3,3,3,3,1,0,4.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
33,1,3,3.2412605135768855,8,0,7,0,2,5,1,4,4,1,5,0,2,7,0,0,0,1,2,6,0,0,2,5,2,6,3,6,1,2,8,1,2,6,0,1,0,3.5999999999999996,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.816741487334225,8,0,5,1,3,7,1,2,1,4,10,0,2,7,1,0,2,2,2,3,1,2,3,4,1,4,5,6,3,1,7,2,2,5,1,2,0,4.8,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,2,3.9607678222398994,6,0,5,2,4,7,0,2,2,5,3,0,1,8,0,0,0,2,4,3,0,0,1,7,2,9,0,8,0,1,7,2,5,4,3,0,0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
